Customer ID,Customer Name,Order Priority,Discount,Unit Price,Shipping Cost,Ship Mode,Customer Segment,Product Category,Product Sub-Category,Product Container,Product Name,Product Base Margin,Country,Region,State or Province,City,Postal Code,Order Date,Ship Date,Profit,Quantity ordered new,Sales,Order ID,Total,Manager
3361,Oscar Kenney,Not Specified,0.06,12.64,4.98,Regular Air,Home Office,Furniture,Office Furnishings,Small Pack,Nu-Dell Executive Frame,0.48,United States,Central,Wisconsin,West Bend,53095,3/20/2015,3/22/2015,65.63,8,98.16,91435,12.58,Chris
691,Alicia Curtis,High,0.09,6.48,6.35,Regular Air,Home Office,Office Supplies,Paper,Small Box,Xerox 200,0.37,United States,West,Washington,Tacoma,98408,3/21/2015,3/22/2015,-88.6,8,49.81,89915,6.39,William
1471,Danielle Daniel,High,0.03,420.98,19.99,Regular Air,Home Office,Office Supplies,Binders and Binder Accessories,Small Box,GBC DocuBind 200 Manual Binding Machine,0.35,United States,East,Ohio,Westerville,43081,3/21/2015,3/22/2015,3043.0311,10,4410.19,87077,420.95,Erin
2601,Malcolm French,Low,0.05,5.74,5.3,Regular Air,Corporate,Office Supplies,"Scissors, Rulers and Trimmers",Small Pack,Acme Kleencut® Forged Steel Scissors,0.55,United States,East,New Hampshire,Merrimack,3054,3/21/2015,3/26/2015,-50.75,7,42.02,87382,5.69,Erin
3275,Tamara Dickinson,Low,0.02,13.48,4.51,Regular Air,Home Office,Office Supplies,Storage & Organization,Small Box,"Tenex Personal Project File with Scoop Front Design, Black",0.59,United States,West,Washington,Mount Vernon,98273,3/21/2015,3/23/2015,34.52,9,127.12,86233,13.46,William
247,Marshall Brandt Briggs,Medium,0.09,2.88,0.99,Regular Air,Corporate,Office Supplies,Labels,Small Box,Avery 514,0.36,United States,South,Tennessee,Maryville,37804,3/21/2015,3/23/2015,-145.082,10,28.73,89140,2.79,Sam
1185,Lee Xu,Medium,0,6783.02,24.49,Regular Air,Consumer,Technology,Office Machines,Large Box,Polycom ViewStation™ ISDN Videoconferencing Unit,0.39,United States,South,Alabama,Madison,35756,3/21/2015,3/22/2015,4.11,3,20552.55,85938,6783.02,Sam
3258,Gretchen Best Wilkins,Not Specified,0.02,55.94,6.55,Regular Air,Consumer,Technology,Computer Peripherals,Small Box,"Fellowes Smart Design 104-Key Enhanced Keyboard, PS/2 Adapter, Platinum",0.68,United States,West,Washington,Lynnwood,98037,3/21/2015,3/23/2015,401.85,11,646.88,88824,55.92,William
87,Norman Shields,High,0.09,4.91,0.5,Regular Air,Corporate,Office Supplies,Labels,Small Box,Avery 493,0.36,United States,West,California,Vacaville,95687,3/22/2015,3/23/2015,28.8558,9,41.82,90597,4.82,William
87,Norman Shields,High,0.01,296.18,54.12,Delivery Truck,Corporate,Furniture,Tables,Jumbo Box,Hon 94000 Series Round Tables,0.76,United States,West,California,Vacaville,95687,3/22/2015,3/25/2015,173.48,9,2875.72,90597,296.17,William
2014,Cathy Simon,High,0.07,39.48,1.99,Regular Air,Home Office,Technology,Computer Peripherals,Small Pack,"80 Minute CD-R Spindle, 100/Pack - Staples",0.54,United States,Central,Iowa,Council Bluffs,51503,3/22/2015,3/24/2015,88.72,4,151.27,88367,39.41,Chris
2014,Cathy Simon,High,0,4.91,0.5,Regular Air,Home Office,Office Supplies,Labels,Small Box,Avery 493,0.36,United States,Central,Iowa,Council Bluffs,51503,3/22/2015,3/24/2015,7.2519,2,10.51,88367,4.91,Chris
949,Ernest Oh,Low,0.02,48.04,5.09,Regular Air,Consumer,Office Supplies,Paper,Small Box,Xerox 1910,0.37,United States,West,California,Los Angeles,90049,3/22/2015,3/26/2015,373.67,18,881.32,8257,48.02,William
950,Jane Shah,Low,0.05,1500.97,29.7,Delivery Truck,Consumer,Technology,Office Machines,Jumbo Drum,Epson DFX5000+ Dot Matrix Printer,0.57,United States,Central,Minnesota,Prior Lake,55372,3/22/2015,3/22/2015,-2561.3235,1,1497.22,89084,1500.92,Chris
950,Jane Shah,Low,0.02,48.04,5.09,Regular Air,Consumer,Office Supplies,Paper,Small Box,Xerox 1910,0.37,United States,Central,Minnesota,Prior Lake,55372,3/22/2015,3/26/2015,168.9189,5,244.81,89084,48.02,Chris
950,Jane Shah,Low,0.03,4.28,1.6,Regular Air,Consumer,Office Supplies,Pens & Art Supplies,Wrap Bag,Newell 320,0.58,United States,Central,Minnesota,Prior Lake,55372,3/22/2015,3/29/2015,-6.2,1,4.55,89084,4.25,Chris
1938,Franklin Spencer,Medium,0.1,152.48,4,Express Air,Corporate,Technology,Computer Peripherals,Small Box,Adesso Programmable 142-Key Keyboard,0.79,United States,Central,Kansas,Emporia,66801,3/22/2015,3/23/2015,-521.09,4,558.17,88870,152.38,Chris
1940,Eileen McDonald,Medium,0.08,6.84,8.37,Regular Air,Corporate,Office Supplies,"Scissors, Rulers and Trimmers",Small Pack,"Acme Design Line 8"" Stainless Steel Bent Scissors w/Champagne Handles, 3-1/8"" Cut",0.58,United States,West,Utah,Draper,84020,3/22/2015,3/24/2015,-29.49,1,8.39,88870,6.76,William
959,Sally House,Not Specified,0.01,145.45,17.85,Delivery Truck,Corporate,Technology,Office Machines,Jumbo Drum,Panasonic KX-P1150 Dot Matrix Printer,0.56,United States,Central,Texas,Burleson,76028,3/22/2015,3/23/2015,837.6807,8,1214.03,91581,145.44,Chris
1553,Tara Powers Underwood,Not Specified,0.03,12.28,6.35,Regular Air,Small Business,Office Supplies,Paper,Small Box,Staples Premium Bright 1-Part Blank Computer Paper,0.38,United States,South,Mississippi,Greenville,38701,3/22/2015,3/24/2015,68.676,7,87.53,87484,12.25,Sam
2561,Laurie Moon,Not Specified,0.03,160.98,30,Delivery Truck,Consumer,Furniture,Chairs & Chairmats,Jumbo Drum,Office Star - Mid Back Dual function Ergonomic High Back Chair with 2-Way Adjustable Arms,0.62,United States,East,New York,Ossining,10562,3/22/2015,3/25/2015,1261.4718,11,1828.22,86465,160.95,Erin
1976,Sherri F Vogel,Critical,0.06,40.99,17.48,Regular Air,Consumer,Office Supplies,Paper,Small Box,Xerox 1893,0.36,United States,Central,Michigan,East Lansing,48823,3/23/2015,3/25/2015,214.23,14,585.08,89041,40.93,Chris
2618,Amy Hamrick Melvin,Critical,0.1,20.27,3.99,Regular Air,Corporate,Office Supplies,Appliances,Small Box,Fellowes Mighty 8 Compact Surge Protector,0.57,United States,East,New York,New York City,10004,3/23/2015,3/24/2015,84.05,53,1051.52,53153,20.17,Erin
2620,Phyllis Little,Critical,0.1,20.27,3.99,Regular Air,Corporate,Office Supplies,Appliances,Small Box,Fellowes Mighty 8 Compact Surge Protector,0.57,United States,South,Tennessee,Bartlett,38134,3/23/2015,3/24/2015,381.618,13,257.92,88017,20.17,Sam
2618,Amy Hamrick Melvin,High,0.05,4.84,0.71,Express Air,Corporate,Office Supplies,Pens & Art Supplies,Wrap Bag,*Staples* Highlighting Markers,0.52,United States,East,New York,New York City,10004,3/23/2015,3/23/2015,29.17,20,103.39,34017,4.79,Erin
2618,Amy Hamrick Melvin,High,0.01,14.98,7.69,Regular Air,Corporate,Office Supplies,Storage & Organization,Small Box,Super Decoflex Portable Personal File,0.57,United States,East,New York,New York City,10004,3/23/2015,3/25/2015,-48.97,28,435.39,34017,14.97,Erin
2619,Brandon E Shepherd,High,0.05,4.84,0.71,Express Air,Corporate,Office Supplies,Pens & Art Supplies,Wrap Bag,*Staples* Highlighting Markers,0.52,United States,Central,South Dakota,Sioux Falls,57103,3/23/2015,3/23/2015,17.8365,5,25.85,88014,4.79,Chris
2958,Ellen Sparks,Low,0.06,20.99,0.99,Regular Air,Corporate,Technology,Telephones and Communication,Wrap Bag,Accessory21,0.37,United States,Central,Wisconsin,Neenah,54956,3/23/2015,3/28/2015,224.9607,18,326.03,90265,20.93,Chris
1368,Patsy Harmon,Medium,0.09,4.55,1.49,Regular Air,Consumer,Office Supplies,Binders and Binder Accessories,Small Box,Presstex Flexible Ring Binders,0.35,United States,Central,Texas,Lufkin,75901,3/23/2015,3/25/2015,16.898,6,25.45,90514,4.46,Chris
1369,Joe D Dean,Medium,0.07,9.78,5.76,Express Air,Consumer,Office Supplies,Envelopes,Small Box,"Staples #10 Laser & Inkjet Envelopes, 4 1/8"" x 9 1/2"", 100/Box",0.35,United States,Central,Texas,Mansfield,76063,3/23/2015,3/25/2015,20.14,11,110.72,90514,9.71,Chris
2395,Beverly Roberts,Not Specified,0.04,60.97,4.5,Regular Air,Corporate,Office Supplies,Appliances,Small Box,Tripp Lite Isotel 6 Outlet Surge Protector with Fax/Modem Protection,0.56,United States,South,Georgia,Savannah,31401,3/23/2015,3/24/2015,79.4232,15,904.31,86952,60.93,Sam
3381,Christopher Norton Patterson,Not Specified,0.05,11.97,5.81,Regular Air,Corporate,Office Supplies,Pens & Art Supplies,Small Pack,Staples SlimLine Pencil Sharpener,0.6,United States,South,Georgia,Macon,31204,3/23/2015,3/25/2015,349.0593,2,25.31,88836,11.92,Sam
618,Robert Cowan,Critical,0.06,17.98,4,Regular Air,Consumer,Technology,Computer Peripherals,Small Box,"Belkin 107-key enhanced keyboard, USB/PS/2 interface",0.79,United States,West,Colorado,Pueblo West,81007,3/24/2015,3/25/2015,-78.13,4,70.06,88197,17.92,William
3309,Edwin Chung,Critical,0.1,6.64,54.95,Regular Air,Small Business,Furniture,Office Furnishings,Small Pack,G.E. Longer-Life Indoor Recessed Floodlight Bulbs,0.37,United States,East,Massachusetts,Natick,1760,3/24/2015,3/26/2015,-25,4,25.31,90460,6.54,Erin
3310,Tiffany Grossman Hardin,Critical,0.05,90.48,19.99,Regular Air,Small Business,Office Supplies,Envelopes,Small Box,Tyvek® Side-Opening Peel & Seel® Expanding Envelopes,0.4,United States,East,Massachusetts,Sandwich,2563,3/24/2015,3/25/2015,255.1482,4,369.78,90460,90.43,Erin
1689,Larry Church,High,0,48.91,35,Regular Air,Corporate,Office Supplies,Storage & Organization,Large Box,Tennsco Industrial Shelving,0.83,United States,Central,Indiana,Highland,46322,3/24/2015,3/25/2015,-628.38,10,514.79,91077,48.91,Chris
2308,Laurence Cummings,Low,0.08,9.48,7.29,Regular Air,Small Business,Furniture,Office Furnishings,Small Pack,"DAX Two-Tone Rosewood/Black Document Frame, Desktop, 5 x 7",0.45,United States,South,Florida,Lehigh Acres,33971,3/24/2015,3/26/2015,-50.4,2,20.22,90557,9.4,Sam
2308,Laurence Cummings,Low,0.03,193.17,19.99,Regular Air,Small Business,Office Supplies,Storage & Organization,Small Box,Fellowes Staxonsteel® Drawer Files,0.71,United States,South,Florida,Lehigh Acres,33971,3/24/2015,3/28/2015,-348.754,8,1548.97,90557,193.14,Sam
1060,Gene Gilliam,Medium,0.09,138.75,52.42,Delivery Truck,Small Business,Furniture,Tables,Jumbo Box,Balt Split Level Computer Training Table,0.74,United States,South,Georgia,Atlanta,30318,3/24/2015,3/25/2015,-445.9717763,23,2527.79,58628,138.66,Sam
1062,Willie Robinson,Medium,0.09,138.75,52.42,Delivery Truck,Small Business,Furniture,Tables,Jumbo Box,Balt Split Level Computer Training Table,0.74,United States,East,New York,Coram,11727,3/24/2015,3/25/2015,-335.317125,6,659.42,91354,138.66,Erin
1254,Anne Bland,Medium,0.06,3.95,2,Regular Air,Home Office,Office Supplies,Rubber Bands,Wrap Bag,Advantus Map Pennant Flags and Round Head Tacks,0.53,United States,Central,Texas,Channelview,77530,3/24/2015,3/25/2015,-9.68,5,19.66,89984,3.89,Chris
2256,Lloyd Levin,Medium,0.07,70.98,30,Delivery Truck,Corporate,Furniture,Chairs & Chairmats,Jumbo Drum,Novimex Turbo Task Chair,0.73,United States,South,North Carolina,New Bern,28560,3/24/2015,3/26/2015,-222.95,20,1373.47,87964,70.91,Sam
2330,Kara Foster,Medium,0.06,28.53,1.49,Regular Air,Home Office,Office Supplies,Binders and Binder Accessories,Small Box,Lock-Up Easel 'Spel-Binder',0.38,United States,Central,Iowa,Marion,52302,3/24/2015,3/27/2015,74.6385,5,134.09,90964,28.47,Chris
3143,Neil Song,Medium,0.02,15.42,5.41,Regular Air,Consumer,Office Supplies,Storage & Organization,Small Box,Decoflex Hanging Personal Folder File,0.59,United States,Central,Texas,Pflugerville,78660,3/24/2015,3/25/2015,-16.37,2,33.84,86368,15.4,Chris
2430,Kimberly Reilly,Not Specified,0.1,14.28,2.99,Regular Air,Home Office,Office Supplies,Binders and Binder Accessories,Small Box,Avery Premier Heavy-Duty Binder with Round Locking Rings,0.39,United States,Central,Texas,Killeen,76541,3/24/2015,3/25/2015,104.9145,11,152.05,91108,14.18,Chris
880,Ellen Beck,Critical,0.07,5.68,1.39,Regular Air,Small Business,Office Supplies,Envelopes,Small Box,Staples Standard Envelopes,0.38,United States,West,Arizona,Scottsdale,85254,3/25/2015,3/27/2015,18.6438,5,27.02,86153,5.61,William
880,Ellen Beck,Critical,0.06,22.84,11.54,Regular Air,Small Business,Office Supplies,Paper,Small Box,Xerox 1964,0.39,United States,West,Arizona,Scottsdale,85254,3/25/2015,3/27/2015,-31.24,1,27.67,86153,22.78,William
1241,Bradley Schroeder,Critical,0.06,200.97,15.59,Delivery Truck,Small Business,Technology,Office Machines,Jumbo Drum,Hewlett-Packard Deskjet 6122 Color Inkjet Printer,0.36,United States,South,Alabama,Auburn,36830,3/25/2015,3/25/2015,531.618,7,1348.83,90881,200.91,Sam
1648,Nina Bowles,Critical,0.08,46.89,5.1,Regular Air,Corporate,Office Supplies,Appliances,Medium Box,Bionaire Personal Warm Mist Humidifier/Vaporizer,0.46,United States,Central,Illinois,Woodstock,60098,3/25/2015,3/27/2015,507.633,17,735.7,91043,46.81,Chris
1648,Nina Bowles,Critical,0.05,12.98,3.14,Regular Air,Corporate,Office Supplies,"Scissors, Rulers and Trimmers",Small Pack,"Acme® 8"" Straight Scissors",0.6,United States,Central,Illinois,Woodstock,60098,3/25/2015,3/25/2015,38.23,18,225.59,91043,12.93,Chris
1829,Suzanne Cochran,Critical,0.01,10.64,5.16,Express Air,Corporate,Furniture,Office Furnishings,Small Box,"Eldon Expressions Punched Metal & Wood Desk Accessories, Pewter & Cherry",0.57,United States,Central,Iowa,Cedar Rapids,52402,3/25/2015,3/27/2015,-11.69,5,58.52,86957,10.63,Chris
2201,David Hoyle,Critical,0.17,14.89,13.56,Regular Air,Small Business,Furniture,Office Furnishings,Large Box,Tensor Computer Mounted Lamp,0.58,United States,Central,Minnesota,Bloomington,55420,3/25/2015,3/27/2015,-9.13,1,27.96,86054,14.72,Chris
3100,Gladys Holloway,Critical,0.07,35.99,5,Regular Air,Consumer,Technology,Telephones and Communication,Wrap Bag,Accessory17,0.82,United States,South,Florida,Oakland Park,33334,3/25/2015,3/27/2015,-299.8142,1,31.71,89988,35.92,Sam
693,Richard McClure,Low,0.02,500.98,41.44,Delivery Truck,Small Business,Furniture,Bookcases,Jumbo Box,DMI Eclipse Executive Suite Bookcases,0.66,United States,West,Colorado,Thornton,80229,3/25/2015,3/25/2015,2568.4629,7,3722.41,87811,500.96,William
1557,James Nicholson,Low,0.09,60.98,49,Regular Air,Consumer,Office Supplies,Appliances,Large Box,Euro Pro Shark Stick Mini Vacuum,0.59,United States,South,Virginia,Annandale,22003,3/25/2015,4/2/2015,-954.758,15,879.62,87426,60.89,Sam
1557,James Nicholson,Low,0.05,29.89,1.99,Regular Air,Consumer,Technology,Computer Peripherals,Small Pack,"Verbatim DVD-RAM, 5.2GB, Rewritable, Type 1, DS",0.5,United States,South,Virginia,Annandale,22003,3/25/2015,3/27/2015,219.4734,12,361.19,87426,29.84,Sam
1699,Joseph Hurst,Low,0.05,3.98,5.26,Regular Air,Small Business,Office Supplies,Binders and Binder Accessories,Small Box,Ibico Presentation Index for Binding Systems,0.38,United States,East,Pennsylvania,Levittown,19057,3/25/2015,3/29/2015,-152.5245,12,49.44,87345,3.93,Erin
1699,Joseph Hurst,Low,0.01,6.48,5.4,Regular Air,Small Business,Office Supplies,Paper,Small Box,Xerox 207,0.37,United States,East,Pennsylvania,Levittown,19057,3/25/2015,3/25/2015,-18.85,2,14.29,87345,6.47,Erin
290,Sara O'Connor,Not Specified,0.04,4.98,4.62,Regular Air,Small Business,Technology,Computer Peripherals,Small Pack,"Imation 3.5"", DISKETTE 44766 HGHLD3.52HD/FM, 10/Pack",0.64,United States,West,Colorado,Loveland,80538,3/25/2015,3/26/2015,-135.16,20,102.54,90837,4.94,William
2287,Samuel Newman,Not Specified,0.01,18.97,9.03,Regular Air,Corporate,Office Supplies,Paper,Small Box,Computer Printout Paper with Letter-Trim Perforations,0.37,United States,South,South Carolina,Summerville,29483,3/25/2015,3/25/2015,-12.0267,8,164.67,90146,18.96,Sam
2287,Samuel Newman,Not Specified,0.03,12.28,4.86,Regular Air,Corporate,Office Supplies,Paper,Small Box,Xerox 1933,0.38,United States,South,South Carolina,Summerville,29483,3/25/2015,3/26/2015,122.508,6,72.74,90146,12.25,Sam
2287,Samuel Newman,Not Specified,0.05,34.99,7.73,Express Air,Corporate,Office Supplies,Pens & Art Supplies,Small Box,Hunt Boston® Vacuum Mount KS Pencil Sharpener,0.59,United States,South,South Carolina,Summerville,29483,3/25/2015,3/27/2015,-12.0267,12,418.75,90146,34.94,Sam
2833,Tim Connolly,Not Specified,0.03,140.98,36.09,Delivery Truck,Small Business,Furniture,Bookcases,Jumbo Box,"Sauder Forest Hills Library, Woodland Oak Finish",0.77,United States,Central,Minnesota,Inver Grove Heights,55076,3/25/2015,3/27/2015,-221.5,4,608.81,91030,140.95,Chris
2833,Tim Connolly,Not Specified,0.08,65.99,8.99,Regular Air,Small Business,Technology,Telephones and Communication,Small Box,Talkabout T8367,0.56,United States,Central,Minnesota,Inver Grove Heights,55076,3/25/2015,3/26/2015,206.352,15,808.61,91030,65.91,Chris
1767,Robert Rollins,Critical,0.01,50.98,6.5,Regular Air,Home Office,Technology,Computer Peripherals,Small Box,Microsoft Natural Multimedia Keyboard,0.73,United States,South,Georgia,Newnan,30265,3/26/2015,3/27/2015,5.3397,16,818.49,89211,50.97,Sam
2114,Paige Mason,Critical,0.08,6.68,1.5,Regular Air,Corporate,Office Supplies,Pens & Art Supplies,Wrap Bag,Sanford Liquid Accent Highlighters,0.48,United States,South,Virginia,Norfolk,23518,3/26/2015,3/28/2015,-601.804,10,66.12,88403,6.6,Sam
3379,Annette McIntyre,Critical,0,19.98,5.97,Express Air,Corporate,Office Supplies,Paper,Small Box,Xerox 1936,0.38,United States,South,Georgia,Kennesaw,30144,3/26/2015,3/29/2015,-189.714,12,249.07,88837,19.98,Sam
2124,Paige Powers,High,0.03,124.49,51.94,Delivery Truck,Corporate,Furniture,Tables,Jumbo Box,Bevis 36 x 72 Conference Tables,0.63,United States,South,Arkansas,West Memphis,72301,3/26/2015,3/27/2015,18.174,21,2761.94,89666,124.46,Sam
2066,Claudia Webb,Medium,0.09,20.89,11.52,Regular Air,Home Office,Office Supplies,Storage & Organization,Small Box,"Iris® 3-Drawer Stacking Bin, Black",0.83,United States,South,North Carolina,Indian Trail,28079,3/26/2015,3/27/2015,-133.546,7,146.5,85833,20.8,Sam
2419,Sandra Faulkner,Not Specified,0.07,225.04,11.79,Regular Air,Consumer,Office Supplies,Appliances,Medium Box,Holmes Harmony HEPA Air Purifier for 17 x 20 Room,0.42,United States,South,Virginia,Portsmouth,23701,3/26/2015,3/26/2015,-162.918,5,1130.15,86751,224.97,Sam
2419,Sandra Faulkner,Not Specified,0.03,7.84,4.71,Regular Air,Consumer,Office Supplies,Binders and Binder Accessories,Small Box,XtraLife® ClearVue™ Slant-D® Ring Binders by Cardinal,0.35,United States,South,Virginia,Portsmouth,23701,3/26/2015,3/29/2015,859.7178,7,54.37,86751,7.81,Sam
2773,Christina Zhu,Not Specified,0.1,5.18,5.74,Regular Air,Corporate,Office Supplies,Binders and Binder Accessories,Small Box,Wilson Jones Impact Binders,0.36,United States,West,California,Dublin,94568,3/26/2015,3/28/2015,-29.003,2,10.96,91584,5.08,William
2059,Nathan Newton,Critical,0.1,9.85,4.82,Regular Air,Corporate,Office Supplies,Pens & Art Supplies,Wrap Bag,Lumber Crayons,0.47,United States,South,North Carolina,High Point,27260,3/27/2015,3/28/2015,374.904,12,114.91,88041,9.75,Sam
2059,Nathan Newton,Critical,0.04,125.99,7.69,Regular Air,Corporate,Technology,Telephones and Communication,Small Box,Timeport L7089,0.58,United States,South,North Carolina,High Point,27260,3/27/2015,3/28/2015,-528.836,9,934.52,88041,125.95,Sam
32,Matthew Berman,High,0.01,17.98,8.51,Regular Air,Corporate,Technology,Office Machines,Medium Box,Canon P1-DHIII Palm Printing Calculator,0.4,United States,West,Oregon,Grants Pass,97526,3/27/2015,3/28/2015,-35.8788,2,40.17,89200,17.97,William
234,Don Cameron,High,0.03,28.53,1.49,Regular Air,Small Business,Office Supplies,Binders and Binder Accessories,Small Box,Lock-Up Easel 'Spel-Binder',0.38,United States,Central,Iowa,Newton,50208,3/27/2015,3/29/2015,136.3371,7,197.59,90238,28.5,Chris
234,Don Cameron,High,0.01,15.28,1.99,Regular Air,Small Business,Technology,Computer Peripherals,Small Pack,"Memorex 4.7GB DVD+R, 3/Pack",0.42,United States,Central,Iowa,Newton,50208,3/27/2015,3/29/2015,-12.46,2,33.04,90238,15.27,Chris
920,Jessie Kelly,Low,0.1,15.98,4,Regular Air,Corporate,Technology,Computer Peripherals,Small Box,Logitech Access Keyboard,0.37,United States,West,California,Redlands,92374,3/27/2015,4/1/2015,92.7222,9,134.38,90491,15.88,William
696,Johnny Reid,Medium,0.06,8.12,2.83,Regular Air,Corporate,Technology,Computer Peripherals,Small Pack,"Imation Neon Mac Format Diskettes, 10/Pack",0.77,United States,Central,Indiana,Crown Point,46307,3/27/2015,3/28/2015,-82.83,10,78.54,89847,8.06,Chris
696,Johnny Reid,Medium,0.05,51.65,18.45,Regular Air,Corporate,Furniture,Office Furnishings,Medium Box,"Deflect-o EconoMat Nonstudded, No Bevel Mat",0.65,United States,Central,Indiana,Crown Point,46307,3/27/2015,3/28/2015,25.04,12,605.1,89847,51.6,Chris
697,Adam G Sawyer,Medium,0.1,175.99,8.99,Regular Air,Corporate,Technology,Telephones and Communication,Small Box,2180,0.57,United States,Central,Indiana,East Chicago,46312,3/27/2015,3/28/2015,928.9608,10,1346.32,89847,175.89,Chris
698,Nelson Hensley,Medium,0.06,8.12,2.83,Regular Air,Corporate,Technology,Computer Peripherals,Small Pack,"Imation Neon Mac Format Diskettes, 10/Pack",0.77,United States,West,Washington,Seattle,98105,3/27/2015,3/28/2015,-82.83,41,322.03,32869,8.06,William
698,Nelson Hensley,Medium,0.05,51.65,18.45,Regular Air,Corporate,Furniture,Office Furnishings,Medium Box,"Deflect-o EconoMat Nonstudded, No Bevel Mat",0.65,United States,West,Washington,Seattle,98105,3/27/2015,3/28/2015,25.04,49,2470.84,32869,51.6,William
698,Nelson Hensley,Medium,0.1,175.99,8.99,Regular Air,Corporate,Technology,Telephones and Communication,Small Box,2180,0.57,United States,West,Washington,Seattle,98105,3/27/2015,3/28/2015,930.987,39,5250.66,32869,175.89,William
1625,Molly Browning,Medium,0.08,213.45,14.7,Delivery Truck,Home Office,Technology,Office Machines,Jumbo Drum,Panasonic KX-P2130 Dot Matrix Printer,0.59,United States,East,New York,Glen Cove,11542,3/27/2015,3/29/2015,1674.7542,12,2427.18,90600,213.37,Erin
1625,Molly Browning,Medium,0.1,55.98,13.88,Regular Air,Home Office,Office Supplies,Paper,Small Box,Xerox 1882,0.36,United States,East,New York,Glen Cove,11542,3/27/2015,3/29/2015,300.0465,8,434.85,90600,55.88,Erin
1625,Molly Browning,Medium,0,16.06,8.34,Regular Air,Home Office,Office Supplies,Storage & Organization,Small Box,"Letter/Legal File Tote with Clear Snap-On Lid, Black Granite",0.59,United States,East,New York,Glen Cove,11542,3/27/2015,3/28/2015,-28.09,1,19.16,90600,16.06,Erin
1917,Tracy Buckley,Medium,0.08,18.7,8.99,Regular Air,Home Office,Furniture,Office Furnishings,Small Pack,"Executive Impressions 13-1/2"" Indoor/Outdoor Wall Clock",0.47,United States,South,Arkansas,North Little Rock,72113,3/27/2015,3/28/2015,16.1364,7,132.23,85894,18.62,Sam
1072,Marion Owens,Not Specified,0.01,150.89,60.2,Delivery Truck,Corporate,Furniture,Chairs & Chairmats,Jumbo Drum,"Global Leather & Oak Executive Chair, Burgundy",0.77,United States,East,Pennsylvania,Bethlehem,18018,3/27/2015,3/30/2015,-505.76,3,473.53,89631,150.88,Erin
1481,Marvin MacDonald,Not Specified,0.07,8.95,2.01,Regular Air,Corporate,Office Supplies,Paper,Wrap Bag,"Recycled Desk Saver Line ""While You Were Out"" Book, 5 1/2"" X 4""",0.39,United States,West,California,Los Angeles,90049,3/27/2015,3/28/2015,91.73,36,307.65,53953,8.88,William
1482,Michael Tanner,Not Specified,0.07,8.95,2.01,Regular Air,Corporate,Office Supplies,Paper,Wrap Bag,"Recycled Desk Saver Line ""While You Were Out"" Book, 5 1/2"" X 4""",0.39,United States,Central,Michigan,Bay City,48708,3/27/2015,3/28/2015,53.0679,9,76.91,91362,8.88,Chris
3354,Sara Faulkner,Not Specified,0.04,3.69,0.5,Regular Air,Corporate,Office Supplies,Labels,Small Box,Avery 487,0.38,United States,West,California,Calexico,92231,3/27/2015,3/29/2015,47.5272,19,68.88,88590,3.65,William
2668,Carlos Hanson,High,0.04,10.4,5.4,Regular Air,Corporate,Furniture,Office Furnishings,Small Pack,"Executive Impressions 8-1/2"" Career Panel/Partition Cubicle Clock",0.51,United States,Central,South Dakota,Rapid City,57701,3/28/2015,3/29/2015,29.98,12,130.74,87830,10.36,Chris
2668,Carlos Hanson,High,0.08,4.28,4.79,Regular Air,Corporate,Office Supplies,Paper,Small Box,Xerox 1962,0.4,United States,Central,South Dakota,Rapid City,57701,3/28/2015,3/30/2015,-121.2,12,49.87,87830,4.2,Chris
2968,Miriam Bowman,High,0.06,363.25,19.99,Regular Air,Small Business,Office Supplies,Appliances,Small Box,Hoover WindTunnel™ Plus Canister Vacuum,0.57,United States,South,Florida,Hollywood,33021,3/28/2015,3/30/2015,36.1641,1,344.87,86086,363.19,Sam
800,Cheryl Guthrie,Low,0.04,50.98,6.5,Regular Air,Consumer,Technology,Computer Peripherals,Small Box,Microsoft Natural Multimedia Keyboard,0.73,United States,West,Utah,Roy,84067,3/28/2015,4/3/2015,-13.28,11,568.25,89910,50.94,William
800,Cheryl Guthrie,Low,0.02,6.48,5.14,Regular Air,Consumer,Office Supplies,Paper,Small Box,Xerox 23,0.37,United States,West,Utah,Roy,84067,3/28/2015,3/30/2015,-48.68,19,126.66,89910,6.46,William
1738,Dean Solomon,Medium,0.08,175.99,4.99,Regular Air,Corporate,Technology,Telephones and Communication,Small Box,5165,0.59,United States,South,North Carolina,Gastonia,28052,3/28/2015,3/28/2015,-16476.838,10,1486.34,85865,175.91,Sam
2880,Grace Black,Medium,0.05,6.68,6.93,Regular Air,Small Business,Office Supplies,Paper,Small Box,HP Office Paper (20Lb. and 87 Bright),0.37,United States,South,Florida,North Miami Beach,33160,3/28/2015,3/29/2015,-2.352,11,77.2,88626,6.63,Sam
152,Kent Kerr,High,0.01,65.99,8.99,Regular Air,Consumer,Technology,Telephones and Communication,Small Box,StarTAC Analog,0.6,United States,South,Tennessee,Knoxville,37918,3/29/2015,4/1/2015,97.86,5,292.23,89524,65.98,Sam
2338,Lynn Hines,High,0.1,6.75,2.99,Regular Air,Home Office,Office Supplies,Binders and Binder Accessories,Small Box,Wilson Jones DublLock® D-Ring Binders,0.35,United States,East,Maryland,College Park,20740,3/29/2015,3/29/2015,18.1475,15,96.13,91481,6.65,Erin
